State,District,Market,Commodity,Variety,Grade,Arrival_Date,Min_x0020_Price,Max_x0020_Price,Modal_x0020_Price
Tripura,Sepahijala,Sonamura,"Pointed gourd (Parval)","Pointed gourd (Parval)",FAQ,16/04/2025,5000,5500,5200
"Uttar Pradesh",Agra,Fatehabad,"Bajra(Pearl Millet/Cumbu)",Deshi,FAQ,16/04/2025,2100,2200,2150
"Uttar Pradesh",Agra,Fatehabad,"Bhindi(Ladies Finger)",Bhindi,FAQ,16/04/2025,700,800,750
"Uttar Pradesh",Agra,Fatehabad,Onion,Red,FAQ,16/04/2025,1200,1350,1250
"Uttar Pradesh",Agra,Fatehabad,Potato,Desi,FAQ,16/04/2025,900,1000,950
"Uttar Pradesh",Aligarh,Charra,"Bajra(Pearl Millet/Cumbu)",Hybrid,FAQ,16/04/2025,2150,2200,2175
"Uttar Pradesh",Aligarh,Charra,"Green Chilli","Green Chilly",FAQ,16/04/2025,1600,1700,1650
"Uttar Pradesh",Aligarh,Charra,Onion,Red,FAQ,16/04/2025,1700,1900,1800
"Uttar Pradesh",Ambedkarnagar,Akbarpur,Onion,Red,FAQ,16/04/2025,1650,1700,1680
"Uttar Pradesh",Ambedkarnagar,Akbarpur,Potato,Desi,Non-FAQ,16/04/2025,1050,1150,1100
"Uttar Pradesh",Badaun,Shahaswan,Banana,Amruthapani,Medium,16/04/2025,2000,2200,2100
"Uttar Pradesh",Ballia,Rasda,Potato,Desi,FAQ,16/04/2025,1165,1300,1225
"Uttar Pradesh",Ballia,Vilthararoad,Onion,Other,Non-FAQ,16/04/2025,1900,2000,1950
"Uttar Pradesh",Bijnor,Kiratpur,Gur(Jaggery),Red,FAQ,16/04/2025,3300,3400,3350
"Uttar Pradesh",Bulandshahar,Gulavati,Garlic,Desi,FAQ,16/04/2025,5000,5200,5100
"Uttar Pradesh",Bulandshahar,Sikarpur,"Bitter gourd","Bitter Gourd",FAQ,16/04/2025,2000,2200,2100
"Uttar Pradesh",Bulandshahar,Sikarpur,"Green Chilli","Green Chilly",FAQ,16/04/2025,1800,2000,1900
"Uttar Pradesh",Bulandshahar,Sikarpur,Potato,Potato,FAQ,16/04/2025,625,850,750
"Uttar Pradesh",Bulandshahar,Sikarpur,Tomato,Deshi,FAQ,16/04/2025,700,800,750
"Uttar Pradesh",Bulandshahar,Sikarpur,Wheat,Dara,FAQ,16/04/2025,2430,2450,2438
"Uttar Pradesh",Bulandshahar,Siyana,Cauliflower,Cauliflower,FAQ,16/04/2025,800,900,850
"Uttar Pradesh",Bulandshahar,Siyana,Maize,Yellow,FAQ,16/04/2025,2360,2450,2400
"Uttar Pradesh",Bulandshahar,Siyana,Paddy(Dhan)(Basmati),"Basmati 1509",Non-FAQ,16/04/2025,2360,2450,2400
"Uttar Pradesh",Bulandshahar,Siyana,Pomegranate,Pomogranate,Medium,16/04/2025,5500,5700,5600
"Uttar Pradesh",Bulandshahar,Siyana,Wheat,Dara,FAQ,16/04/2025,2429,2431,2430
"Uttar Pradesh",Etawah,Bharthna,Potato,Desi,FAQ,16/04/2025,1230,1430,1330
"Uttar Pradesh",Firozabad,Sirsaganj,Brinjal,Brinjal,FAQ,16/04/2025,1100,1300,1200
"Uttar Pradesh",Kaushambi,Manjhanpur,Onion,Red,FAQ,16/04/2025,1400,1570,1480
"Uttar Pradesh","Khiri (Lakhimpur)",Maigalganj,Apple,"Kasmir/Shimla - II",Medium,16/04/2025,8400,8490,8445
"Uttar Pradesh",Maharajganj,Anandnagar,Onion,Red,FAQ,16/04/2025,1800,2000,1900
"Uttar Pradesh",Maharajganj,Anandnagar,Papaya,Papaya,Medium,16/04/2025,2000,2400,2200
"Uttar Pradesh",Mau(Maunathbhanjan),Kopaganj,Banana,Medium,Medium,16/04/2025,1000,1200,1100
"Uttar Pradesh",Prayagraj,Ajuha,Onion,Red,FAQ,16/04/2025,1400,1500,1450
"Uttar Pradesh",Rampur,Tanda(Rampur),"Bhindi(Ladies Finger)",Bhindi,FAQ,16/04/2025,2000,2200,2100
"Uttar Pradesh",Rampur,Tanda(Rampur),Tomato,Deshi,FAQ,16/04/2025,800,840,820
"Uttar Pradesh",Saharanpur,Gangoh,Spinach,Spinach,FAQ,16/04/2025,1000,1200,1100
"Uttar Pradesh",Sambhal,Bhehjoi,Potato,Potato,Non-FAQ,16/04/2025,700,710,705
"Uttar Pradesh",Sambhal,Sambhal,Brinjal,Round/Long,FAQ,16/04/2025,800,900,850
"Uttar Pradesh",Sambhal,Sambhal,Onion,Red,FAQ,16/04/2025,1200,1650,1400
"Uttar Pradesh",Shravasti,Payagpur,Ginger(Green),"Green Ginger",FAQ,16/04/2025,5000,6000,5500
"Uttar Pradesh",Shravasti,Payagpur,Potato,Red,FAQ,16/04/2025,900,1100,1000
"Uttar Pradesh",Sitapur,"Hargaon (Laharpur)",Firewood,Other,FAQ,16/04/2025,300,340,320
"Uttar Pradesh",Sitapur,"Hargaon (Laharpur)",Wheat,Dara,FAQ,16/04/2025,2445,2455,2450
Uttrakhand,Dehradoon,Vikasnagar,Cucumbar(Kheera),Other,FAQ,16/04/2025,800,1200,1200
Uttrakhand,Haridwar,"Haridwar Union","Bitter gourd","Bitter Gourd",FAQ,16/04/2025,2000,2500,2200
Uttrakhand,Haridwar,"Haridwar Union","Bottle gourd","Bottle Gourd",FAQ,16/04/2025,400,700,500
Uttrakhand,Haridwar,"Haridwar Union",Cucumbar(Kheera),Cucumbar,FAQ,16/04/2025,500,800,600
Uttrakhand,Haridwar,"Haridwar Union",Ginger(Green),Other,FAQ,16/04/2025,4500,5000,4700
Uttrakhand,Haridwar,"Haridwar Union",Papaya,Other,Medium,16/04/2025,1800,2000,1900
Uttrakhand,Haridwar,"Haridwar Union",Tomato,Hybrid,FAQ,16/04/2025,1000,1400,1200
Uttrakhand,Haridwar,Roorkee,Carrot,Other,FAQ,16/04/2025,300,500,400
Uttrakhand,Haridwar,Roorkee,Cauliflower,Other,FAQ,16/04/2025,700,1000,800
Uttrakhand,Haridwar,Roorkee,Tomato,Other,FAQ,16/04/2025,800,1200,1000
"West Bengal",Bankura,Bishnupur(Bankura),Mustard,Mustard,FAQ,16/04/2025,5800,6200,6000
"West Bengal",Bankura,Bishnupur(Bankura),Rice,Common,FAQ,16/04/2025,3500,3600,3550
"West Bengal",Bankura,Khatra,Potato,Jyoti,FAQ,16/04/2025,1250,1330,1300
"West Bengal",Coochbehar,Coochbehar,Brinjal,Round/Long,FAQ,16/04/2025,1100,1150,1120
"West Bengal",Coochbehar,Dinhata,"Bhindi(Ladies Finger)",Bhindi,FAQ,16/04/2025,3500,3800,3600
"West Bengal",Coochbehar,Dinhata,Brinjal,Brinjal,FAQ,16/04/2025,1500,2000,1800
"West Bengal",Coochbehar,Dinhata,Potato,Jyoti,FAQ,16/04/2025,1050,1100,1100
"West Bengal",Coochbehar,Mekhliganj,"Green Chilli","Green Chilly",FAQ,16/04/2025,3000,3500,3200
"West Bengal",Coochbehar,Pundibari,Brinjal,Other,FAQ,16/04/2025,1800,1850,1820
"West Bengal",Coochbehar,Toofanganj,Potato,Jyoti,FAQ,16/04/2025,1100,1150,1125
"West Bengal",Hooghly,Sheoraphuly,Brinjal,Round/Long,FAQ,16/04/2025,4600,5000,4800
"West Bengal",Hooghly,Sheoraphuly,Cucumbar(Kheera),Cucumbar,FAQ,16/04/2025,4600,5000,4800
"West Bengal",Hooghly,Sheoraphuly,Ginger(Dry),Other,FAQ,16/04/2025,5000,5400,5200
"West Bengal",Hooghly,Sheoraphuly,Onion,Local,FAQ,16/04/2025,1500,1700,1600
"West Bengal",Hooghly,Sheoraphuly,Potato,Jyoti,FAQ,16/04/2025,1360,1400,1380
"West Bengal",Medinipur(W),Ghatal,"Bitter gourd",Kareli,FAQ,16/04/2025,2800,3000,2900
"West Bengal",Medinipur(W),Ghatal,Carrot,Carrot,FAQ,16/04/2025,2600,2800,2700
"West Bengal",Medinipur(W),Ghatal,Jute,TD-5,FAQ,16/04/2025,5300,5500,5400
"Andhra Pradesh",Chittor,Kalikiri,Tomato,Hybrid,FAQ,16/04/2025,930,1100,1060
"Andhra Pradesh",Guntur,Tenali,"Black Gram (Urd Beans)(Whole)","Black Gram (Whole)",FAQ,16/04/2025,7400,7500,7450
"Andhra Pradesh",Guntur,Tenali,"Black Gram (Urd Beans)(Whole)","Black Gram (Whole)",Non-FAQ,16/04/2025,7000,7200,7100
Bihar,Purnea,Bhawanipur,Wheat,"147 Average",FAQ,16/04/2025,2400,2600,2500
Chandigarh,Chandigarh,Chandigarh(Grain/Fruit),Cauliflower,Other,FAQ,16/04/2025,400,600,500
Chandigarh,Chandigarh,Chandigarh(Grain/Fruit),Tomato,Other,FAQ,16/04/2025,400,1200,900
Gujarat,Amreli,Damnagar,"Bhindi(Ladies Finger)",Bhindi,FAQ,16/04/2025,3200,4050,3850
Gujarat,Amreli,Damnagar,Brinjal,Other,FAQ,16/04/2025,1650,2550,2200
Gujarat,Amreli,Damnagar,Ginger(Green),"Green Ginger",FAQ,16/04/2025,4050,5050,4500
Gujarat,Banaskanth,Dhanera,Ajwan,Other,FAQ,16/04/2025,8000,8000,8000
Gujarat,Bharuch,Jambusar,"Arhar (Tur/Red Gram)(Whole)",Other,FAQ,16/04/2025,6500,6900,6700
Gujarat,Bharuch,Jambusar,"Castor Seed",Other,FAQ,16/04/2025,4400,5200,4800
Gujarat,Bharuch,Jambusar(Kaavi),"Arhar (Tur/Red Gram)(Whole)",Other,FAQ,16/04/2025,6500,7100,6800
Gujarat,"Chhota Udaipur",Bodeliu,Maize,"Deshi Red",FAQ,16/04/2025,2200,2300,2250
Gujarat,Gandhinagar,"Mansa(Manas Veg Yard)",Cauliflower,Other,FAQ,16/04/2025,1500,2000,2000
Gujarat,Junagarh,Mangrol,"Corriander seed","Coriander Seed",FAQ,16/04/2025,6850,6900,6880
Gujarat,Junagarh,Mangrol,Groundnut,G20,FAQ,16/04/2025,5125,5150,5140
Gujarat,Junagarh,Mangrol,Wheat,"Rajasthan Tukdi",FAQ,16/04/2025,2550,2650,2625
Gujarat,Rajkot,"Gondal(Veg.market Gondal)",Brinjal,Brinjal,FAQ,16/04/2025,200,2000,1100
Gujarat,Rajkot,"Gondal(Veg.market Gondal)",Guar,Gwar,FAQ,16/04/2025,2100,8000,5050
Gujarat,Sabarkantha,Modasa,"Castor Seed","Castor seed",FAQ,16/04/2025,5800,6050,6050
Gujarat,Sabarkantha,Modasa,"Kabuli Chana(Chickpeas-White)",Other,FAQ,16/04/2025,5000,10510,10510
Gujarat,Surat,Mahuva(Anaval),"Pointed gourd (Parval)",Other,FAQ,16/04/2025,3400,3600,3500
Gujarat,Surat,Surat,Beetroot,Other,FAQ,16/04/2025,800,1200,1000
Gujarat,Surat,Surat,"Bottle gourd",Other,FAQ,16/04/2025,1500,3000,2250
Gujarat,Surat,Surat,Capsicum,Other,FAQ,16/04/2025,1500,3300,2400
Gujarat,Surat,Surat,"Cluster beans",Other,FAQ,16/04/2025,4500,7500,6000
Gujarat,Surat,Surat,"Groundnut pods (raw)",Other,FAQ,16/04/2025,4500,5500,5000
Gujarat,Surat,Surat,"Indian Beans (Seam)",Other,FAQ,16/04/2025,3000,5500,4250
Gujarat,Surat,Surat,"Pegeon Pea (Arhar Fali)",Other,FAQ,16/04/2025,4500,10000,7250
Gujarat,Surat,Surat,Potato,Other,FAQ,16/04/2025,500,1800,1150
Gujarat,Surat,Surat,"Sweet Potato",Other,FAQ,16/04/2025,1300,2500,1900
Gujarat,Valsad,Pardi(Ugvada),Chikoos(Sapota),Other,Large,16/04/2025,1800,2000,2000
Gujarat,Valsad,Pardi(Vapi),Chikoos(Sapota),Other,Large,16/04/2025,1800,2000,2000
Haryana,Gurgaon,Gurgaon,Cauliflower,Other,FAQ,16/04/2025,1000,2000,1500
Haryana,Gurgaon,Gurgaon,Onion,Other,Non-FAQ,16/04/2025,800,1000,900
Haryana,Gurgaon,Gurgaon,Orange,Other,Large,16/04/2025,7000,9000,8000
Haryana,Gurgaon,Gurgaon,Potato,Other,Non-FAQ,16/04/2025,800,1000,900
Haryana,Hissar,Uklana,"Bottle gourd","Bottle Gourd",FAQ,16/04/2025,800,1000,1000
Haryana,Kurukshetra,Pipli,Wheat,Wheat,FAQ,16/04/2025,2425,2426,2425
Haryana,Mahendragarh-Narnaul,Narnaul,"Bitter gourd","Bitter Gourd",FAQ,16/04/2025,2500,3000,3000
Haryana,Mahendragarh-Narnaul,Narnaul,Cauliflower,Cauliflower,FAQ,16/04/2025,800,1000,1000
Haryana,Mahendragarh-Narnaul,Narnaul,Chikoos(Sapota),Sapota,Medium,16/04/2025,3000,3000,3000
Haryana,Mahendragarh-Narnaul,Narnaul,Coriander(Leaves),Coriander,FAQ,16/04/2025,1500,3000,2000
Haryana,Mahendragarh-Narnaul,Narnaul,Garlic,Garlic,FAQ,16/04/2025,8000,8000,8000
Haryana,Mahendragarh-Narnaul,Narnaul,Potato,Potato,FAQ,16/04/2025,1200,1200,1200
Haryana,Mahendragarh-Narnaul,Narnaul,"Tender Coconut","Tender Coconut",Medium,16/04/2025,5000,5000,5000
Haryana,Mahendragarh-Narnaul,Narnaul,Tomato,Tomato,Non-FAQ,16/04/2025,800,800,800
Haryana,Mewat,FerozpurZirkha(Nagina),Cauliflower,Other,FAQ,16/04/2025,1000,1400,1200
Haryana,Mewat,FerozpurZirkha(Nagina),Potato,Other,FAQ,16/04/2025,1000,1400,1200
Haryana,Panipat,Panipat,Brinjal,"Arkasheela Mattigulla",FAQ,16/04/2025,600,1000,800
Haryana,Panipat,Panipat,Pomegranate,Pomogranate,Medium,16/04/2025,8000,9000,8500
Haryana,Panipat,Panipat,Potato,Other,FAQ,16/04/2025,800,1000,900
Haryana,Panipat,Panipat,Wheat,Other,FAQ,16/04/2025,2425,2425,2425
Haryana,Rohtak,Meham,Brinjal,Other,FAQ,16/04/2025,1000,1000,1000
Haryana,Rohtak,Meham,Chikoos(Sapota),Sapota,Medium,16/04/2025,2200,2200,2200
Haryana,Rohtak,Meham,Cucumbar(Kheera),Cucumbar,FAQ,16/04/2025,1000,1000,1000
Haryana,Rohtak,Meham,Potato,Other,FAQ,16/04/2025,1000,1000,1000
Haryana,Rohtak,Meham,Tomato,Deshi,FAQ,16/04/2025,800,800,800
Haryana,Sonipat,Gohana,Cucumbar(Kheera),Other,FAQ,16/04/2025,1000,3000,2000
Haryana,"Yamuna Nagar",Chhachrauli,Capsicum,Other,FAQ,16/04/2025,1200,1200,1200
Haryana,"Yamuna Nagar",Chhachrauli,Cauliflower,Cauliflower,FAQ,16/04/2025,600,2000,700
Haryana,"Yamuna Nagar",Chhachrauli,"Onion Green",Other,FAQ,16/04/2025,1000,1000,1000
"Himachal Pradesh",Bilaspur,Bilaspur,Pineapple,Other,Medium,16/04/2025,4500,5500,5000
"Himachal Pradesh",Bilaspur,Bilaspur,Tomato,Local,FAQ,16/04/2025,1200,1800,1500
"Himachal Pradesh",Kangra,Kangra(Baijnath),Cauliflower,Cauliflower,FAQ,16/04/2025,2000,2600,2300
"Himachal Pradesh",Kangra,Kangra(Baijnath),Orange,Medium,Medium,16/04/2025,11000,11500,11000
"Himachal Pradesh",Kangra,Kangra(Baijnath),Pomegranate,Other,Medium,16/04/2025,12000,14000,13000
"Himachal Pradesh",Kangra,Palampur,Beetroot,Beetroot,FAQ,16/04/2025,3500,4000,3700
"Himachal Pradesh",Kangra,Palampur,"Bottle gourd","Bottle Gourd",FAQ,16/04/2025,2000,2100,2050
"Himachal Pradesh",Kangra,Palampur,"French Beans (Frasbean)",Other,FAQ,16/04/2025,4000,4500,4200
"Himachal Pradesh",Kangra,Palampur,Papaya,Other,Medium,16/04/2025,4000,5000,4500
"Himachal Pradesh",Kangra,Palampur,"Peas Wet",Other,FAQ,16/04/2025,5000,5200,5100
"Himachal Pradesh",Kangra,Palampur,Potato,Other,FAQ,16/04/2025,900,1100,1000
"Himachal Pradesh",Kangra,Palampur,Tinda,Tinda,FAQ,16/04/2025,4000,4500,4200
"Himachal Pradesh",Kangra,Palampur,Tomato,Tomato,FAQ,16/04/2025,1600,1800,1700
Karnataka,Bangalore,Ramanagara,Brinjal,Round,FAQ,16/04/2025,1600,2200,2000
Karnataka,Bangalore,Ramanagara,Cucumbar(Kheera),Cucumbar,FAQ,16/04/2025,800,1000,900
Karnataka,Bangalore,Ramanagara,"Knool Khol","Knool Khol",FAQ,16/04/2025,2800,3600,3200
Karnataka,Bangalore,Ramanagara,"Peas Wet","Peas Wet",FAQ,16/04/2025,11000,12400,12000
Karnataka,Bangalore,Ramanagara,Tomato,Tomato,FAQ,16/04/2025,800,1200,1000
Karnataka,Dharwad,Kalagategi,"Black Gram (Urd Beans)(Whole)","Black Gram (Whole)",FAQ,16/04/2025,7200,7200,7200
Karnataka,Dharwad,Kalagategi,Paddy(Dhan)(Common),Paddy,FAQ,16/04/2025,2180,2205,2197
Karnataka,Shimoga,Shimoga,Ginger(Green),"Green Ginger",FAQ,16/04/2025,3000,5000,4000
Karnataka,Shimoga,Shimoga,"Green Chilli","Green Chilly",FAQ,16/04/2025,3000,4000,3500
Karnataka,Shimoga,Shimoga,"Methi Seeds",Methiseeds,FAQ,16/04/2025,6900,8500,7700
Karnataka,Shimoga,Shimoga,Potato,Local,FAQ,16/04/2025,2500,3000,2800
Karnataka,Shimoga,Shimoga,Rice,Fine,FAQ,16/04/2025,4600,7500,6050
Kerala,Alappuzha,Aroor,Amphophalus,Amphophalus,FAQ,16/04/2025,6500,6700,6600
Kerala,Alappuzha,Aroor,"Bhindi(Ladies Finger)",Other,FAQ,16/04/2025,4200,4400,4300
Kerala,Alappuzha,Aroor,"Bitter gourd",Other,FAQ,16/04/2025,6500,6700,6600
Kerala,Alappuzha,Aroor,Capsicum,Other,FAQ,16/04/2025,11000,11300,11200
Kerala,Alappuzha,Aroor,Cowpea(Veg),Other,FAQ,16/04/2025,4500,4700,4600
Kerala,Alappuzha,Harippad,"Bhindi(Ladies Finger)",Other,FAQ,16/04/2025,4000,4500,4000
Kerala,Alappuzha,Harippad,"Bitter gourd",Other,FAQ,16/04/2025,5000,5500,5000
Kerala,Alappuzha,Harippad,"Bottle gourd",Other,FAQ,16/04/2025,1000,1400,1000
Kerala,Ernakulam,"Edackattuvayal  VFPCK",Cowpea(Veg),"Bean Barbati",FAQ,16/04/2025,6800,6800,6800
Kerala,Ernakulam,"Edackattuvayal  VFPCK",Cucumbar(Kheera),Cucumbar,FAQ,16/04/2025,2000,2000,2000
Kerala,Ernakulam,Piravam,"Bottle gourd",Other,FAQ,16/04/2025,2500,3500,3000
Kerala,Ernakulam,Piravam,"Mango (Raw-Ripe)",Other,FAQ,16/04/2025,6000,7500,7000
Kerala,Ernakulam,Piravam,"Papaya (Raw)",Other,FAQ,16/04/2025,3000,4500,3500
Kerala,Ernakulam,Piravam,Pineapple,"Pine Apple",Large,16/04/2025,5000,6000,5500
Kerala,Ernakulam,Thrippunithura,Banana,Palayamthodan,Large,16/04/2025,3000,5000,3200
Kerala,Ernakulam,Thrippunithura,"Banana - Green","Banana - Green",FAQ,16/04/2025,5800,7000,6000
Kerala,Ernakulam,Thrippunithura,Beetroot,Beetroot,FAQ,16/04/2025,3500,6000,3700
Kerala,Ernakulam,Thrippunithura,Cowpea(Veg),"Cowpea (Veg)",FAQ,16/04/2025,4000,5000,4200
Kerala,Ernakulam,Thrippunithura,"Little gourd (Kundru)",Other,FAQ,16/04/2025,4000,5000,4200
Kerala,Ernakulam,Thrippunithura,Onion,Big,FAQ,16/04/2025,2400,3000,2400
Kerala,Kannur,Payyannur,Ashgourd,Other,FAQ,16/04/2025,1700,1900,1800
Kerala,Kannur,Payyannur,Banana,Other,Small,16/04/2025,6300,6500,6400
Kerala,Kannur,Payyannur,"Coconut Seed","Coconut Seed",FAQ,16/04/2025,5900,6100,6000
Kerala,Kasargod,Manjeswaram,Amaranthus,Amaranthus,FAQ,16/04/2025,5000,6500,5750
Kerala,Kasargod,Manjeswaram,Ashgourd,Ashgourd,FAQ,16/04/2025,3000,4000,3500
Kerala,Kasargod,Manjeswaram,Brinjal,Brinjal,FAQ,16/04/2025,3000,4000,3500
Kerala,Kasargod,Manjeswaram,Cabbage,Cabbage,FAQ,16/04/2025,2000,3500,2750
Kerala,Kasargod,Manjeswaram,Cowpea(Veg),"Cowpea (Veg)",FAQ,16/04/2025,7000,8000,7500
Kerala,Kasargod,Manjeswaram,Drumstick,Drumstick,FAQ,16/04/2025,15000,17000,16000
Kerala,Kasargod,Manjeswaram,"Little gourd (Kundru)",Other,FAQ,16/04/2025,5000,6000,5500
Kerala,Kasargod,Manjeswaram,"Pepper garbled",Other,FAQ,16/04/2025,61000,63000,62000
Kerala,Kollam,Anchal,Ashgourd,Other,FAQ,16/04/2025,4500,4700,4600
Kerala,Kollam,Anchal,Banana,"Red Banana",Medium,16/04/2025,5600,5800,5700
Kerala,Kollam,Anchal,Banana,Robusta,Medium,16/04/2025,4500,4700,4600
Kerala,Kollam,Anchal,Cucumbar(Kheera),Other,FAQ,16/04/2025,2700,2900,2800
Kerala,Kollam,Anchal,Snakeguard,Snakeguard,FAQ,16/04/2025,3700,3900,3800
Kerala,Kollam,Anchal,Tapioca,Other,FAQ,16/04/2025,2900,3100,3000
Kerala,Kottayam,Athirampuzha,Drumstick,Drumstick,FAQ,16/04/2025,3800,4000,3900
Kerala,Kottayam,Athirampuzha,"French Beans (Frasbean)","French Beans (Frasbean)",FAQ,16/04/2025,6400,6600,6500
Kerala,Kottayam,Athirampuzha,Lemon,Other,FAQ,16/04/2025,9300,9500,9400
Kerala,Kottayam,Athirampuzha,Onion,Onion,FAQ,16/04/2025,4400,4600,4500
Kerala,Kottayam,Athirampuzha,Potato,Potato,FAQ,16/04/2025,2800,3000,2900
Kerala,Kottayam,Ettumanoor,Banana,"Banana - Ripe",Medium,16/04/2025,5700,6000,5800
Kerala,Kottayam,Ettumanoor,Brinjal,Other,FAQ,16/04/2025,3200,3500,3300
Kerala,Kottayam,Ettumanoor,Carrot,Carrot,FAQ,16/04/2025,3400,3800,3600
Kerala,Kottayam,Ettumanoor,"Green Chilli","Green Chilly",FAQ,16/04/2025,3200,3600,3400
Kerala,Kottayam,Kuruppanthura,Ashgourd,Ashgourd,FAQ,16/04/2025,1700,2200,2000
Kerala,Kottayam,Kuruppanthura,"Banana - Green","Banana - Green",FAQ,16/04/2025,6000,7600,7000
Kerala,Kottayam,Kuruppanthura,Colacasia,Other,FAQ,16/04/2025,7600,8800,8000
Kerala,Kottayam,Pampady,Amaranthus,Amaranthus,FAQ,16/04/2025,3000,4500,3500
Kerala,Kottayam,Pampady,Brinjal,Brinjal,FAQ,16/04/2025,4000,5000,4500
Kerala,Kottayam,Pampady,"Elephant Yam (Suran)",Other,FAQ,16/04/2025,7000,8000,7500
Kerala,Kottayam,Pampady,"Indian Beans (Seam)",Other,FAQ,16/04/2025,5500,6500,6000
Kerala,Kottayam,Pampady,"Little gourd (Kundru)",Other,FAQ,16/04/2025,2500,3500,3000
Kerala,Kottayam,Pampady,Tapioca,Tapioca,FAQ,16/04/2025,3000,3500,3200
Kerala,Kottayam,Pampady,Tomato,Other,Non-FAQ,16/04/2025,2800,4000,3500
Kerala,Kozhikode(Calicut),Kallachi,Banana,Palayamthodan,Medium,16/04/2025,3000,3400,3200
Kerala,Kozhikode(Calicut),Kallachi,"Bottle gourd","Bottle Gourd",FAQ,16/04/2025,2800,3200,3000
Kerala,Kozhikode(Calicut),Kallachi,Cowpea(Veg),"Cowpea (Veg)",FAQ,16/04/2025,4800,5200,5000
Kerala,Kozhikode(Calicut),Kallachi,Ginger(Green),"Green Ginger",FAQ,16/04/2025,5800,6200,6000
Kerala,Kozhikode(Calicut),Kallachi,Onion,Other,Non-FAQ,16/04/2025,5800,6200,6000
Kerala,Kozhikode(Calicut),Kallachi,Pumpkin,Pumpkin,FAQ,16/04/2025,1400,1800,1600
Kerala,Kozhikode(Calicut),Mukkom,"Bottle gourd","Bottle Gourd",FAQ,16/04/2025,2000,2400,2200
Kerala,Kozhikode(Calicut),Mukkom,Carrot,Carrot,FAQ,16/04/2025,4000,4500,4200
Kerala,Kozhikode(Calicut),Mukkom,"Green Chilli","Green Chilly",FAQ,16/04/2025,4200,4500,4300
Kerala,Kozhikode(Calicut),Mukkom,Snakeguard,Snakeguard,FAQ,16/04/2025,3000,3400,3200
Kerala,Kozhikode(Calicut),Palayam,Amaranthus,Other,FAQ,16/04/2025,1500,1500,1500
Kerala,Kozhikode(Calicut),Palayam,Ashgourd,Other,FAQ,16/04/2025,800,800,800
Kerala,Kozhikode(Calicut),Palayam,"Bhindi(Ladies Finger)",Other,FAQ,16/04/2025,2300,2300,2300
Kerala,Kozhikode(Calicut),Palayam,Carrot,Other,FAQ,16/04/2025,2900,2900,2900
Kerala,Kozhikode(Calicut),Palayam,"Cluster beans",Other,FAQ,16/04/2025,2200,2200,2200
Kerala,Kozhikode(Calicut),Palayam,Ginger(Green),Other,FAQ,16/04/2025,3500,3500,3500
Kerala,Kozhikode(Calicut),Quilandy,Beetroot,Other,FAQ,16/04/2025,2800,3100,3000
Kerala,Kozhikode(Calicut),Quilandy,"Bottle gourd",Other,FAQ,16/04/2025,2400,2500,2500
Kerala,Kozhikode(Calicut),Quilandy,Coriander(Leaves),Other,FAQ,16/04/2025,6800,7000,7000
Kerala,Kozhikode(Calicut),Quilandy,Drumstick,Other,FAQ,16/04/2025,3800,4100,4000
Kerala,Kozhikode(Calicut),Vengeri(Kozhikode),"Bitter gourd","Bitter Gourd",FAQ,16/04/2025,5500,5800,5800
Kerala,Kozhikode(Calicut),Vengeri(Kozhikode),Carrot,Carrot,FAQ,16/04/2025,2900,3200,3200
Kerala,Kozhikode(Calicut),Vengeri(Kozhikode),Cucumbar(Kheera),Cucumbar,FAQ,16/04/2025,1400,1700,1700
Kerala,Kozhikode(Calicut),Vengeri(Kozhikode),Drumstick,Drumstick,FAQ,16/04/2025,3200,3500,3500
Kerala,Malappuram,Kottakkal,Amphophalus,Other,FAQ,16/04/2025,5800,6000,5900
Kerala,Malappuram,Kottakkal,Beans,Other,FAQ,16/04/2025,7200,7400,7300
Kerala,Malappuram,Kottakkal,Cucumbar(Kheera),Other,FAQ,16/04/2025,2300,2500,2400
Kerala,Malappuram,Kottakkal,"Mousambi(Sweet Lime)",Mosambi-Organic,Large,16/04/2025,3800,4000,3900
Kerala,Malappuram,Kottakkal,Orange,Other,Large,16/04/2025,8300,8500,8400
Kerala,Malappuram,Kottakkal,"Papaya (Raw)",Other,FAQ,16/04/2025,2400,2600,2500
Kerala,Malappuram,Kottakkal,Pumpkin,Other,FAQ,16/04/2025,1000,1200,1100
Kerala,Malappuram,"Othayi  VFPCK",Banana,"Nendra Bale",Large,16/04/2025,0,0,5300
Kerala,Palakad,"Vaniyamkulam  VFPCK","Banana - Green","Banana - Green",FAQ,16/04/2025,5900,6100,6000
Kerala,Pathanamthitta,"Erath  VFPCK",Banana,"Nendra Bale",Large,16/04/2025,2000,9000,6000
Kerala,Pathanamthitta,"Mezhuveli  VFPCK",Banana,Robusta,Large,16/04/2025,2000,2900,2200
Kerala,Pathanamthitta,"Mezhuveli  VFPCK",Ginger(Green),"Green Ginger",FAQ,16/04/2025,8000,12000,11100
Kerala,Thirssur,Thrissur,Banana,Palayamthodan,Medium,16/04/2025,2500,3000,2800
Kerala,Thirssur,Thrissur,Cabbage,Cabbage,FAQ,16/04/2025,1200,1400,1200
Kerala,Thirssur,Thrissur,"Green Chilli","Green Chilly",FAQ,16/04/2025,2800,3000,3000
Kerala,Thirssur,Thrissur,Potato,Potato,FAQ,16/04/2025,2800,3000,3000
